motrpac_comp_id	motrpac_comp_name	super_class	main_class	sub_class	multicomp_flag	formula	monoisotopic_mass	hmdb_id	refmet_id	cas_id	kegg_id	chebi_id	pubchem_id	lipidmaps_id	inchi_key	notes_comments
M06020517.004	PE(P-40:5)>PE(P-18:1/22:4)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H80NO7P	777.5667	HMDB0011457	NA	NA	NA	NA	NA	NA	PQEYJXRJLFZSPT-ZGMVDJDGSA-N*	NA
M06020517.005	PE(P-40:5)>PE(P-20:1/20:4)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H80NO7P	777.5667	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020517.006	PE(O-40:6)>PE(O-18:1/22:5)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H80NO7P	777.5667	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020517.007	PE(O-40:5)>PE(O-20:1/20:4)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H80NO7P	777.5667	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020518.000	PE(O-40:7)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H78NO7P	775.5516	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020518.001	PE(P-40:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H78NO7P	775.5516	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020518.002	PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-40:7)>PE(O-22:7/18:0)	Glycerophospholipids	Glycerophosphoethanolamines	NA	TRUE	C45H78NO7P	775.5516	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020518.003	PE(O-40:7)>PE(O-18:1/22:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H78NO7P	775.5516	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020519.000	PE(O-40:8)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H76NO7P	773.5359	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020519.001	PE(P-40:7)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H76NO7P	773.5359	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020519.002	PE(P-40:7)>PE(P18:1/22:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C45H76NO7P	773.5359	HMDB0011460	NA	NA	NA	NA	NA	LMGP02030006*	UKPNUUDYLNCIOE-IZHHWLPXSA-N*	NA
M06020519.003	PE(O-40:8)>PE(O-22:8/18:0)_and_PE(O-40:8)>PE(O-18:2/22:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	TRUE	C45H76NO7P	773.5359	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020520.000	PE(O-41:5)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C46H84NO7P	793.5985	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020520.001	PE(P-41:4)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C46H84NO7P	793.5985	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020521.000	PE(O-41:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C46H82NO7P	791.5829	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020521.001	PE(P-41:5)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C46H82NO7P	791.5829	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020522.000	PE(O-41:7)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C46H80NO7P	789.5672	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020522.001	PE(P-41:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C46H80NO7P	789.5672	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020523.000	PE(O-42:5)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C47H86NO7P	807.6136	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020523.001	PE(O-42:5)>PE(O-20:1/22:4)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C47H86NO7P	807.6136	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020524.000	PE(O-42:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C47H84NO7P	805.598	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020524.001	PE(O-42:6)>PE(O-20:0/22:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C47H84NO7P	805.598	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020525.000	PE(O-42:7)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C47H82NO7P	803.5823	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020525.001	PE(O-42:7)>PE(O-20:1/22:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C47H82NO7P	803.5823	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020526.000	PE(O-38:2)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C43H84NO7P	757.598	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020526.001	PE(O-38:2)>PE(O-20:0/18:2)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C43H84NO7P	757.598	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020527.000	PE(O-39:7)	Glycerophospholipids	Glycerophosphoethanolamines	NA	FALSE	C44H76NO7P	761.5359	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06020527.001	PE(O-39:7)>PE(O-21:7/18:0)_and_PE(O-39:7)>PE(O-17:1/22:6)	Glycerophospholipids	Glycerophosphoethanolamines	NA	TRUE	C44H76NO7P	761.5359	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030001.000	PS(36:1)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C42H80NO10P	789.552	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030001.001	PS(36:1)>PS(18:0_18:1)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C42H80NO10P	789.552	HMDB0010163	NA	NA	C02737	NA	NA	LMGP03010025*	AJFWREUFUPEYII-PAHWMLEVSA-N*	NA
M06030002.000	PS(36:2)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C42H78NO10P	787.5363	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030002.001	PS(36:2)>PS(18:0_18:2)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C42H78NO10P	787.5363	HMDB0012380	NA	NA	NA	NA	NA	LMGP03010031*	AGTPCXBHIGMTEU-NREGDSCDSA-N*	NA
M06030003.000	PS(36:4)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C42H74NO10P	783.505	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030003.001	PS(36:4)>PS(18:2/18:2)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C42H74NO10P	783.505	NA	NA	NA	NA	NA	NA	LMGP03010023*	NA	NA
M06030003.002	PS(36:4)>PS(16:0_20:4)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C42H74NO10P	783.505	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030004.000	PS(38:2)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C44H82NO10P	815.5676	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030004.001	PS(38:2)>PS(18:2_20:0)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C44H82NO10P	815.5676	NA	NA	NA	NA	NA	NA	LMGP03010356*	NA	NA
M06030005.000	PS(38:4)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C44H78NO10P	811.5363	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030005.001	PS(38:4)>PS(18:0_20:4)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C44H78NO10P	811.5363	HMDB0012383	NA	NA	NA	NA	NA	LMGP03010039*	SVOUGFFDROZBJI-DNALCEECSA-N*	NA
M06030006.000	PS(40:1)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H88NO10P	845.6146	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030006.001	PS(40:1)>PS(18:1_22:0)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H88NO10P	845.6146	HMDB0112417	NA	NA	NA	NA	NA	LMGP03010955*	KKIWTFIITJYWJK-HOFUCYGESA-N*	NA
M06030007.000	PS(40:4)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H82NO10P	839.5676	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030007.001	PS(40:4)>PS(18:0_22:4)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H82NO10P	839.5676	HMDB0112382	NA	NA	NA	NA	NA	LMGP03010883*	UZBGQAUYCOMBMI-FBAMSMPZSA-N*	NA
M06030008.000	PS(40:5)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H80NO10P	837.552	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030008.001	PS(40:5)>PS(18:0_22:5)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H80NO10P	837.552	HMDB0112383	NA	NA	NA	NA	NA	NA	KMPUODCMAGXMDR-APYVNTKLSA-N*	NA
M06030009.000	PS(40:6)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H78NO10P	835.5363	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030009.001	PS(40:6)>PS(18:0_22:6)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H78NO10P	835.5363	HMDB0010167	NA	NA	C02737	NA	NA	LMGP03010040*	LYYHRRPTEXPVOR-SYEOQEKUSA-N*	NA
M06030010.000	PS(40:8)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H74NO10P	831.505	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030010.001	PS(40:8)>PS(20:4/20:4)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C46H74NO10P	831.505	NA	NA	NA	NA	NA	NA	LMGP03010858*	NA	NA
M06030011.000	PS(42:8)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C48H78NO10P	859.5363	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030011.001	PS(42:8)>PS(18:0_24:8)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C48H78NO10P	859.5363	HMDB0112384	NA	NA	NA	NA	NA	NA	KWRHDVFFQOMMTI-UVTBUIGASA-N*	NA
M06030012.000	PS(38:3)	Glycerophospholipids	Glycerophosphoserines	NA	FALSE	C44H80NO10P	813.552	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030501.000	PS(O-36:2)	Glycerophospholipids	Glycerophosphoserines	NA	TRUE	C42H80NO9P	773.5571	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030501.001	PS(P-18:0/18:1(9Z))	Glycerophospholipids	Glycerophosphoserines	NA	TRUE	C42H80NO9P	773.5571	NA	NA	NA	NA	NA	52926273	LMGP03030091	WBKLUOHQBQPPBN-SCHMGOCJSA-N	NA
M06030502.000	PS(O-36:3)	Glycerophospholipids	Glycerophosphoserines	NA	TRUE	C42H78NO9P	771.5414	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06030502.001	"PS(P-18:0/18:2(9Z,12Z))"	Glycerophospholipids	Glycerophosphoserines	NA	TRUE	C42H78NO9P	771.5414	NA	NA	NA	NA	NA	52926222	LMGP03030040	RZQIRJOYIAGVAY-BUENROCWSA-N	NA
M06040001.000	PG(18:3)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C24H43O9P	506.2645	NA	NA	NA	NA	NA	NA	LMGP04050020*	NA	NA
M06040002.000	PG(34:1)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C40H77O10P	748.5254	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06040002.001	PG(34:1)>PG(16:0_18:1)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C40H77O10P	748.5254	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06040003.000	PG(36:3)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C42H77O10P	772.5254	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06040003.001	PG(36:3)>PG(18:1_18:2)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C42H77O10P	772.5254	HMDB0010649	NA	NA	NA	NA	NA	LMGP04010350*	KBDCFYFMQOAHAN-WUQMUQDBSA-N*	NA
M06040004.000	PG(40:8)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C46H75O10P	818.5098	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06040004.001	PG(40:8)>PG(20:4/20:4)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C46H75O10P	818.5098	NA	NA	NA	NA	NA	NA	LMGP04010858*	NA	NA
M06040005.000	PG(44:12)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C50H75O10P	866.5098	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06040005.001	PG(44:12)>PG(22:6/22:6)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C50H75O10P	866.5098	NA	NA	NA	NA	NA	NA	LMGP04010977*	NA	NA
M06040006.000	PG(34:2)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C40H75O10P	746.5098	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06040006.001	PG(34:2)>PG(16:0_18:2)	Glycerophospholipids	Glycerophosphoglycerols	NA	FALSE	C40H75O10P	746.5098	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060001.000	PI(18:3)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C27H47O12P	594.2805	NA	NA	NA	NA	NA	NA	LMGP06050016*	NA	NA
M06060002.000	PI(32:1)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C41H77O13P	808.5102	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060002.001	PI(32:1)>PI(16:0_16:1)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C41H77O13P	808.5102	HMDB0009797	NA	NA	C00626	NA	NA	LMGP06010175*	RNXWIPLNUTUDRT-YHSIYXGOSA-N*	NA
M06060003.000	PI(34:1)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C43H81O13P	836.5415	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060003.001	PI(34:1)>PI(16:0_18:1)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C43H81O13P	836.5415	HMDB0009783	NA	NA	C00626	NA	NA	LMGP06010001*	PDLAMJKMOKWLAJ-AGORXRROSA-N*	NA
M06060004.000	PI(36:1)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C45H85O13P	864.5728	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060004.001	PI(36:1)>PI(18:0_18:1)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C45H85O13P	864.5728	NA	NA	NA	NA	NA	NA	LMGP06010957*	YOBFISPJJWPPTK-JUCSSFOXSA-N*	NA
M06060005.000	PI(36:2)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C45H83O13P	862.5571	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060005.001	PI(36:2)>PI(18:0_18:2)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C45H83O13P	862.5571	HMDB0009809	NA	NA	C00626	NA	NA	LMGP06010956*	KZVRAFHIKMDULK-PDPKURFXSA-N*	NA
M06060006.000	PI(36:3)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C45H81O13P	860.5415	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060006.001	PI(36:3)>PI(18:1_18:2)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C45H81O13P	860.5415	HMDB0009849	NA	NA	C00626	NA	NA	LMGP06010318*	FZEAVXFBDFDVTA-WVTRDIJZSA-N*	NA
M06060007.000	PI(36:4)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C45H79O13P	858.5258	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060007.001	PI(36:4)>PI(16:0_20:4)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C45H79O13P	858.5258	HMDB0009893	NA	NA	C00626	NA	NA	LMGP06010828*	WPXXYOUAQYYXER-BFRKKRKTSA-N*	NA
M06060008.000	PI(38:3)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C47H85O13P	888.5728	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060008.001	PI(38:3)>PI(18:0_20:3)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C47H85O13P	888.5728	HMDB0009887	NA	NA	C00626	NA	NA	LMGP06010568*	CTHODJWPFIBECC-FRWZOJKRSA-N*	NA
M06060009.000	PI(38:4)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C47H83O13P	886.5571	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060009.001	PI(38:4)>PI(18:0_20:4)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C47H83O13P	886.5571	HMDB0009894	NA	NA	C00626	NA	NA	LMGP06010598*	CBYJKEBKBMWPMN-ITNYWZHKSA-N*	NA
M06060009.002	PI(38:4)>PI(18:0/20:4)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C47H83O13P	886.5571	NA	NA	NA	NA	NA	NA	LMGP06010598*	NA	NA
M06060010.000	PI(38:5)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C47H81O13P	884.5415	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060010.001	PI(38:5)>PI(18:1_20:4)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C47H81O13P	884.5415	HMDB0009896	NA	NA	C00626	NA	NA	LMGP06010599*	WDEXQPPLSHRNLR-ZGNZFFCSSA-N*	NA
M06060011.000	PI(40:4)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C49H87O13P	914.5884	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060011.001	PI(40:4)>PI(18:0_22:4)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C49H87O13P	914.5884	HMDB0009915	NA	NA	C00626	NA	NA	LMGP06010767*	CRHVNDIIVMMHRQ-CJXRWIEJSA-N*	NA
M06060012.000	PI(40:5)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C49H85O13P	912.5728	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060012.001	PI(40:5)>PI(18:0_22:5)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C49H85O13P	912.5728	HMDB0009819	NA	NA	C00626	NA	NA	NA	MQRZIONTIPBTLX-WYVFJCPGSA-N*	NA
M06060013.000	PI(40:6)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C49H83O13P	910.5571	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060013.001	PI(40:6)>PI(18:0_22:6)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C49H83O13P	910.5571	HMDB0009920	NA	NA	C00626	NA	NA	LMGP06010796*	QSUYYEJLNWCMIO-SIZJMFNESA-N*	NA
M06060014.000	PI(34:2)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C43H79O13P	834.5253	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06060014.001	PI(34:2)>PI(16:0_18:2)	Glycerophospholipids	Glycerophosphoinositols	NA	FALSE	C43H79O13P	834.5253	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100001.000	PA(18:3)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C21H37O7P	432.2277	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100001.001	PA(18:3_0:0)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C21H37O7P	432.2277	HMDB0062316	NA	NA	NA	74933	NA	LMGP10050023*	KWFUSJZUJLGPTO-ZJVPVJIZSA-N*	NA
M06100002.000	PA(20:4)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C28H50NO7P	543.3325	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100002.001	PA(24:0_0:0)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C28H50NO7P	543.3325	HMDB0010396	NA	NA	C04230	NA	NA	LMGP01050140*	GOMVPVRDBLLHQC-VEJNOCSESA-N*	NA
M06100003.000	PA(27:0)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C30H59O8P	578.3948	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100004.000	PA(31:0)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C34H67O8P	634.4574	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100005.000	PA(31:1)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C34H65O8P	632.4417	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100006.000	PA(31:2)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C34H63O8P	630.4261	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100007.000	PA(33:0)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C36H71O8P	662.4887	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100008.000	PA(33:1)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C36H69O8P	660.473	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100009.000	PA(33:4)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C36H63O8P	654.4261	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100010.000	PA(34:2)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C37H69O8P	672.473	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100011.000	PA(35:0)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C38H75O8P	690.52	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100012.000	PA(35:1)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C38H73O8P	688.5043	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100013.000	PA(35:2)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C38H71O8P	686.4887	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100014.000	PA(36:2)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C39H73O8P	700.5043	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100014.001	PA(18:0_18:2)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C39H73O8P	700.5043	NA	NA	NA	NA	NA	NA	LMGP10010036*	NA	NA
M06100015.000	PA(38:2)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C41H77O8P	728.5356	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100015.001	PA(18:2_20:0)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C41H77O8P	728.5356	NA	NA	NA	NA	NA	NA	LMGP10010354*	NA	NA
M06100016.000	PA(38:4)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C41H73O8P	724.5043	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100016.001	PA(18:0/20:4)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C41H73O8P	724.5043	NA	NA	NA	NA	NA	NA	LMGP10010024*	NA	NA
M06100016.002	PA(20:4/18:0)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C41H73O8P	724.5043	NA	NA	NA	NA	NA	NA	LMGP10010628*	NA	NA
M06100017.000	PA(40:5)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C43H75O8P	750.52	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100017.001	PA(18:0/22:5)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C43H75O8P	750.52	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100017.002	PA(20:1_20:4)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C43H75O8P	750.52	NA	NA	NA	NA	NA	NA	LMGP10010548*	NA	NA
M06100018.000	PA(42:5)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C45H79O8P	778.5513	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06100018.001	PA(20:0/22:5)	Glycerophospholipids	Glycerophosphates	NA	FALSE	C45H79O8P	778.5513	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06120001.000	CL(72:7)	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	Cardiolipin	FALSE	C81 H144 O17 P2	1450.9879	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06120002.000	CL(72:8)	Glycerophospholipids	Glycerophosphoglycerophosphoglycerols	Cardiolipin	FALSE	C81 H142 O17 P2	1448.9722	NA	NA	NA	NA	NA	NA	NA	NA	NA
M10010001.000	AICAR	Nucleic acids	Imidazoles	Imidazole ribonucleosides and ribonucleotides	FALSE	C9H14N4O5	258.0964	HMDB0001517	37843	2627-69-2	NA	NA	NA	NA	RTRQQBHATOEIAF-UUOKFMHZSA-N	NA
M10010002.000	ZMP	Nucleic acids	Imidazoles	Imidazole ribonucleosides and ribonucleotides	FALSE	C9H15N4O8P	338.0628	NA	NA	3031-94-5	C04677	18406	NA	NA	NOTGFIUVDGNKRI-UUOKFMHZSA-N	NA
M10020001.000	NAD+	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides	FALSE	C21H28N7O14P2	664.117	HMDB0000902	71883	53-84-9	C00003	15846	5893	NA	BAWFJGJZGIEFAR-NNYOXOHSSA-O	NA
M10020002.000	NADH	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides	FALSE	C21H29N7O14P2	665.1248	HMDB0001487	42581	58-68-4	C00004	16908	439153	NA	BOPGDPNILDQYTO-NNYOXOHSSA-N	NA
M10020003.000	NADP+	Nucleic acids	Nicotinamides	Nicotinamide dinucleotide phosphates	FALSE	C21H29N7O17P3	744.0833	HMDB0000217	67508	53-59-8	C00006	18009	5886	NA	XJLXINKUBYWONI-NNYOXOHSSA-O	NA
M10020004.000	NADPH	Nucleic acids	Nicotinamides	Nicotinamide dinucleotide phosphates	FALSE	C21H30N7O17P3	745.0911	HMDB0000221	50514	53-57-6	C00005	16474	5884	NA	ACFIXJIJDZMPPO-NNYOXOHSSA-N	NA
M10030001.000	Adenine	Nucleic acids	Purines	6-aminopurines	FALSE	C5H5N5	135.0545	HMDB0000034	37038	73-24-5	C00147	16708	190	NA	GFFGJBXGBJISGV-UHFFFAOYSA-N	NA
M10030002.000	6-methylthiopurine	Nucleic acids	Purines	6-thiopurines	FALSE	C6H6N4S	166.0313	HMDB0060412	51654	NA	C16614	28279	5778	NA	UIJIQXGRFSPYQW-UHFFFAOYSA-N	NA
M10030003.000	coenzyme A	Nucleic acids	Purines	Coenzyme A	FALSE	C21H36N7O16P3S	767.1152	HMDB0001423	50040	85-61-0	C00010	1146900	87642	NA	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	NA
M10030004.000	7-methylguanine	Nucleic acids	Purines	Hypoxanthines	FALSE	C6H7N5O	165.0651	HMDB0000897	37489	578-76-7	C02242	28664	11361	NA	FZWGECJQACGGTI-UHFFFAOYSA-N	NA
M10030005.000	hypoxanthine	Nucleic acids	Purines	Hypoxanthines	FALSE	C5H4N4O	136.0385	HMDB0000157	37106	68-94-0	C00262	17368	790	NA	FDGQSTZJBFJUBT-UHFFFAOYSA-N	NA
M10030006.000	2'-deoxyadenosine	Nucleic acids	Purines	Purine deoxyribonucleosides	FALSE	C10H13N5O3	251.1018	HMDB0000101	37076	0958-09-08	C00559	17256	13730	NA	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	NA
